"","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Martial_Status","Product_num","Purchase"
"3102","M","26-35","16","1","2","0","268","2418129"
"3103","M","0-17","17","3","3","0","23","255532"
"3104","M","26-35","12","2","5","0","239","2368887"
"3105","M","18-25","4","3","2","1","92","1104555"
"3106","M","26-35","0","3","5","1","98","985619"
"3107","M","26-35","15","3","3","0","19","205601"
"3108","M","18-25","4","2","5","0","108","1118425"
"3109","F","18-25","4","3","5","0","154","1093009"
"3110","F","18-25","14","1","5","0","82","789379"
"3111","M","26-35","12","1","2","0","50","421464"
"3112","M","18-25","0","2","3","0","64","669657"
"3113","F","26-35","1","2","5","0","89","804333"
"3114","M","46-50","7","2","1","1","242","2472630"
"3115","F","18-25","4","1","2","0","66","606802"
"3116","M","36-45","0","3","2","0","80","816351"
"3117","M","46-50","16","2","4","1","29","269591"
"3118","F","36-45","16","2","2","0","176","1646675"
"3119","M","18-25","20","3","3","0","62","515379"
"3120","M","36-45","7","1","1","0","63","661857"
"3121","M","26-35","14","2","5","0","231","2040500"
"3122","M","26-35","0","3","4","0","136","1080973"
"3123","M","51-55","16","2","5","0","46","421730"
"3124","F","26-35","17","1","2","0","15","104481"
"3125","F","26-35","1","3","4","0","74","661756"
"3126","F","55+","7","1","3","0","18","183513"
"3127","F","51-55","13","2","3","1","18","149101"
"3128","M","36-45","1","2","2","0","166","1287087"
"3129","F","36-45","0","1","1","0","201","1882898"
"3130","M","55+","6","3","5","1","34","251218"
"3131","F","18-25","4","3","2","0","77","706941"
"3132","M","36-45","7","2","1","1","31","306349"
"3133","M","26-35","0","3","1","0","23","320183"
"3134","M","36-45","7","3","5","1","12","167138"
"3135","M","26-35","20","1","2","1","32","325347"
"3136","F","26-35","14","1","4","1","622","5673106"
"3137","M","18-25","0","3","2","0","15","136919"
"3138","M","36-45","4","1","2","1","70","762076"
"3139","F","26-35","14","1","3","0","212","1802590"
"3140","F","55+","1","2","4","0","104","883699"
"3141","M","36-45","16","1","1","0","83","1014090"
"3142","M","26-35","7","1","2","1","85","868026"
"3143","M","36-45","12","3","5","0","40","239367"
"3144","M","51-55","2","1","5","0","83","743901"
"3145","F","0-17","0","2","2","0","9","90628"
"3146","M","18-25","4","3","5","0","21","219359"
"3147","M","36-45","7","3","3","1","48","469455"
"3148","M","36-45","7","3","2","1","17","211971"
"3149","F","26-35","12","3","4","0","45","379252"
"3150","M","18-25","4","2","2","0","83","636113"
"3151","F","51-55","0","3","1","1","27","210475"
"3152","M","51-55","13","3","5","1","111","1442677"
"3153","M","26-35","12","2","2","1","130","1446849"
"3154","F","18-25","4","3","3","0","13","131656"
"3155","M","18-25","2","3","1","1","45","314108"
"3156","F","36-45","1","2","2","1","121","1000347"
"3157","M","36-45","15","2","5","0","14","186784"
"3158","F","26-35","7","2","4","0","56","484746"
"3159","F","26-35","4","3","3","0","28","248683"
"3160","M","26-35","4","2","3","1","76","644091"
"3161","M","36-45","17","3","4","0","31","306399"
"3162","M","51-55","0","3","3","1","17","124869"
"3163","F","36-45","4","2","4","0","92","728292"
"3164","F","36-45","6","3","2","1","14","87784"
"3165","F","26-35","15","3","2","1","21","162333"
"3166","M","26-35","15","3","2","1","32","372594"
"3167","M","26-35","14","3","2","0","47","580216"
"3168","M","46-50","6","3","2","1","27","245518"
"3169","F","18-25","4","1","3","0","219","2335193"
"3170","M","26-35","4","3","3","1","120","1247773"
"3171","M","46-50","20","2","2","1","290","2348158"
"3172","M","26-35","14","2","3","1","54","383373"
"3173","M","51-55","11","1","5","0","66","875489"
"3174","F","26-35","1","3","1","1","12","75016"
"3175","M","26-35","15","1","2","0","285","2370964"
"3176","F","26-35","4","1","1","0","96","1001505"
"3177","M","26-35","4","1","3","0","60","510816"
"3178","M","26-35","12","3","2","0","38","388016"
"3179","F","18-25","20","3","5","0","53","561323"
"3180","M","18-25","11","3","4","1","68","707448"
"3181","M","36-45","0","2","2","0","458","4357735"
"3182","M","36-45","7","2","2","0","11","126260"
"3183","M","26-35","20","3","5","0","106","1094198"
"3184","M","36-45","7","2","3","0","7","55900"
"3185","M","26-35","20","2","3","1","16","108543"
"3186","M","26-35","17","1","5","0","84","886077"
"3187","M","36-45","7","1","2","1","27","189822"
"3188","M","46-50","15","3","5","1","56","508617"
"3189","M","26-35","7","2","2","0","370","2554045"
"3190","M","26-35","17","3","4","0","93","1208992"
"3191","M","46-50","3","1","5","1","17","165871"
"3192","M","36-45","16","3","1","1","143","1391587"
"3193","M","26-35","6","1","2","1","20","210506"
"3194","M","26-35","4","2","4","0","359","3218380"
"3195","F","36-45","7","2","5","1","17","119485"
"3196","M","55+","13","3","2","1","12","87982"
"3197","M","26-35","14","1","5","0","11","117226"
"3198","M","46-50","6","3","2","1","47","493712"
"3199","M","26-35","14","1","2","0","100","700003"
"3200","F","26-35","7","2","5","0","7","55347"
"3201","F","51-55","6","2","4","0","501","4799323"
"3202","M","46-50","14","2","3","1","25","215322"
"3203","M","18-25","4","2","4","0","54","705601"
"3204","M","18-25","18","2","2","0","44","486248"
"3205","M","18-25","14","1","2","1","47","496764"
"3206","M","18-25","4","1","4","0","72","644894"
"3207","M","0-17","10","3","4","0","13","125125"
"3208","F","26-35","4","2","3","0","166","1673695"
"3209","M","36-45","5","2","2","0","216","2201595"
"3210","F","26-35","2","2","4","0","188","1639750"
"3211","M","26-35","17","3","5","0","37","365501"
"3212","M","55+","17","2","4","1","13","143104"
"3213","F","46-50","5","2","2","1","101","940358"
"3214","M","55+","20","3","1","0","59","684494"
"3215","M","46-50","14","3","2","1","30","409345"
"3216","M","51-55","6","3","2","1","14","97716"
"3217","F","18-25","20","2","4","1","410","3374597"
"3218","M","26-35","17","3","3","1","156","1449360"
"3219","M","46-50","14","3","1","1","39","385971"
"3220","M","26-35","4","1","5","0","537","3955182"
"3221","F","18-25","4","1","4","0","379","2838896"
"3222","M","36-45","20","1","3","0","269","2772227"
"3223","M","26-35","7","3","3","0","178","1981060"
"3224","M","26-35","12","2","2","1","104","1177409"
"3225","M","0-17","19","3","3","0","23","298755"
"3226","M","26-35","4","1","5","1","66","815614"
"3227","M","55+","13","3","5","1","42","474009"
"3228","F","55+","13","2","2","1","67","500079"
"3229","M","26-35","1","2","2","1","310","2487599"
"3230","M","36-45","1","1","2","0","38","375291"
"3231","F","18-25","4","2","3","0","25","331108"
"3232","M","36-45","14","3","3","1","76","595933"
"3233","M","36-45","17","3","2","0","12","169624"
"3234","F","36-45","14","3","3","1","17","108553"
"3235","M","46-50","7","3","4","1","27","260008"
"3236","M","18-25","12","2","5","0","188","1878371"
"3237","M","55+","19","3","3","1","167","1298497"
"3238","M","51-55","18","2","2","1","75","654714"
"3239","F","36-45","1","3","3","1","10","87616"
"3240","F","26-35","7","2","4","0","77","790908"
"3241","M","26-35","7","2","3","1","54","421791"
"3242","M","18-25","16","3","2","0","106","1022582"
"3243","M","36-45","0","3","4","0","47","465851"
"3244","M","26-35","0","1","5","0","14","120413"
"3245","M","36-45","17","2","3","1","366","2646558"
"3246","M","26-35","4","1","2","0","37","385617"
"3247","M","46-50","16","3","4","1","19","155546"
"3248","M","26-35","17","3","1","0","48","430076"
"3249","M","46-50","16","3","2","1","72","814748"
"3250","M","26-35","20","2","5","0","82","894439"
"3251","F","26-35","5","3","2","0","38","335517"
"3252","F","18-25","4","2","2","0","30","323306"
"3253","M","36-45","0","3","3","0","34","396916"
"3254","M","26-35","7","3","5","0","89","794512"
"3255","M","36-45","7","2","4","1","115","1119141"
"3256","F","36-45","7","3","1","1","28","325166"
"3257","M","46-50","16","3","5","1","27","268077"
"3258","F","18-25","4","2","2","0","81","918696"
"3259","F","18-25","5","3","1","1","14","151660"
"3260","M","36-45","0","3","2","0","58","349885"
"3261","M","36-45","17","1","4","0","131","1667979"
"3262","M","26-35","7","3","3","1","15","171032"
"3263","M","26-35","1","3","1","0","19","199210"
"3264","M","36-45","7","3","3","1","151","1689317"
"3265","M","26-35","18","3","3","1","36","401191"
"3266","F","26-35","1","2","4","0","135","1424026"
"3267","M","26-35","20","3","2","0","51","469439"
"3268","F","26-35","0","1","4","0","26","188816"
"3269","M","26-35","4","2","1","0","103","1282331"
"3270","F","26-35","0","3","3","1","47","329130"
"3271","F","36-45","9","2","3","1","146","1132435"
"3272","M","55+","13","3","5","0","62","513872"
"3273","M","51-55","17","3","4","1","191","1849338"
"3274","M","36-45","14","3","2","1","17","215286"
"3275","M","51-55","16","1","2","1","208","2014368"
"3276","M","26-35","14","3","2","1","49","533461"
"3277","M","18-25","4","3","2","0","106","928158"
"3278","M","26-35","2","1","4","0","274","2277249"
"3279","M","55+","13","2","2","1","11","108499"
"3280","M","18-25","16","3","5","0","16","184696"
"3281","M","36-45","5","3","4","0","47","424258"
"3282","M","26-35","4","3","5","1","13","128029"
"3283","M","36-45","16","3","2","0","13","109808"
"3284","M","26-35","17","3","2","0","92","1296131"
"3285","M","18-25","4","1","2","0","125","1115296"
"3286","M","36-45","1","1","2","0","18","140672"
"3287","M","51-55","0","2","3","1","256","2400099"
"3288","M","26-35","0","3","2","1","18","128873"
"3289","F","0-17","10","1","3","0","29","221708"
"3290","M","55+","16","3","5","1","23","208387"
"3291","M","36-45","7","3","2","0","75","720771"
"3292","F","26-35","9","3","2","0","20","203009"
"3293","M","18-25","4","2","4","0","76","624177"
"3294","M","18-25","1","2","4","1","78","698095"
"3295","F","26-35","1","1","5","0","9","89764"
"3296","M","18-25","0","1","1","0","321","2580955"
"3297","F","46-50","20","3","2","1","112","998188"
"3298","M","18-25","4","1","1","0","697","6476786"
"3299","M","51-55","6","3","2","1","17","141807"
"3300","M","36-45","12","3","4","1","141","1316084"
"3301","M","36-45","7","2","5","0","204","2232062"
"3302","M","26-35","7","1","2","0","33","324783"
"3303","M","26-35","12","2","5","0","17","195736"
"3304","M","26-35","5","2","1","0","15","179499"
"3305","M","18-25","20","3","5","1","28","246163"
"3306","M","26-35","4","3","2","0","70","784769"
"3307","M","26-35","14","3","5","1","116","1657834"
"3308","M","36-45","7","2","2","0","466","3466202"
"3309","M","36-45","20","2","5","0","171","1568562"
"3310","M","36-45","5","3","2","0","118","1446089"
"3311","M","26-35","8","1","2","0","18","252794"
"3312","M","36-45","14","2","5","0","16","191203"
"3313","F","26-35","7","3","5","0","23","235990"
"3314","F","46-50","5","3","2","0","11","125919"
"3315","M","26-35","17","3","2","0","60","618809"
"3316","M","26-35","4","3","5","1","24","306391"
"3317","M","36-45","1","2","4","1","407","3155812"
"3318","M","18-25","4","1","5","0","188","1434879"
"3319","M","26-35","18","3","2","0","151","1655986"
"3320","F","26-35","17","2","3","0","63","583719"
"3321","M","26-35","17","3","2","1","172","2456078"
"3322","M","36-45","7","3","1","0","88","892950"
"3323","M","26-35","12","2","5","1","282","2996481"
"3324","F","18-25","2","3","3","1","52","453470"
"3325","F","18-25","3","3","5","0","110","976001"
"3326","M","46-50","1","2","2","1","62","728652"
"3327","F","26-35","7","1","4","0","115","1185786"
"3328","M","46-50","7","2","4","1","16","153264"
"3329","M","26-35","5","2","3","0","209","1408510"
"3330","M","26-35","7","3","3","0","170","1718386"
"3331","M","26-35","6","3","2","1","42","445049"
"3332","M","18-25","20","1","2","0","268","2499472"
"3333","M","26-35","20","2","2","0","69","861958"
"3334","M","26-35","14","3","3","0","26","322187"
"3335","M","46-50","1","3","5","1","95","850415"
"3336","F","26-35","7","2","2","1","20","172328"
"3337","F","46-50","1","2","2","1","222","1808784"
"3338","F","46-50","6","2","2","1","31","330214"
"3339","M","26-35","12","3","5","0","71","668448"
"3340","M","18-25","12","1","2","0","48","355547"
"3341","M","18-25","4","2","2","0","104","1091013"
"3342","M","46-50","1","2","4","0","73","700653"
"3343","M","36-45","0","3","2","0","109","1123631"
"3344","F","26-35","0","3","3","1","27","243006"
"3345","F","26-35","0","3","1","1","50","430149"
"3346","M","18-25","17","3","4","0","56","675153"
"3347","M","55+","17","3","4","0","12","186272"
"3348","F","26-35","14","1","3","0","183","1484513"
"3349","M","18-25","12","2","4","0","112","1104178"
"3350","F","36-45","17","3","2","0","16","202770"
"3351","M","51-55","14","3","2","1","71","541557"
"3352","F","36-45","20","3","2","0","77","789920"
"3353","M","26-35","7","3","2","0","19","171244"
"3354","M","26-35","12","2","1","0","45","537649"
"3355","F","18-25","3","1","5","0","14","155336"
"3356","M","26-35","14","2","4","0","41","491928"
"3357","M","26-35","5","2","4","0","112","1095554"
"3358","F","26-35","11","1","1","0","34","280523"
"3359","M","26-35","14","3","2","1","52","609106"
"3360","M","36-45","7","3","2","0","189","1713367"
"3361","M","18-25","0","1","2","1","198","1890167"
"3362","F","26-35","0","3","3","0","14","131674"
"3363","M","26-35","17","3","4","0","30","421778"
"3364","M","26-35","20","3","2","0","90","819161"
"3365","M","46-50","0","3","2","0","98","841484"
"3366","M","18-25","4","3","1","0","18","205135"
"3367","M","0-17","4","2","2","0","43","536328"
"3368","M","36-45","0","3","1","0","20","350174"
"3369","F","26-35","4","2","4","0","311","2401564"
"3370","M","26-35","15","3","3","1","21","189078"
"3371","F","26-35","14","2","5","1","220","1980424"
"3372","M","26-35","14","3","4","1","37","427308"
"3373","M","26-35","14","2","2","0","26","280494"
"3374","M","26-35","14","1","2","1","31","365833"
"3375","M","26-35","20","3","3","1","35","337250"
"3376","M","46-50","17","2","4","1","259","2668388"
"3377","M","36-45","17","3","2","0","45","405540"
"3378","M","18-25","4","1","2","0","471","4028509"
"3379","M","26-35","6","3","3","1","26","271927"
"3380","F","36-45","16","1","2","1","88","778188"
"3381","M","36-45","11","3","5","1","109","1165817"
"3382","M","26-35","14","1","2","0","355","2521579"
"3383","M","51-55","0","2","3","1","384","2487397"
"3384","F","51-55","1","1","2","1","75","594085"
"3385","M","26-35","7","1","2","1","47","329508"
"3386","M","18-25","4","3","3","0","56","517478"
"3387","M","26-35","0","3","1","0","28","294886"
"3388","M","18-25","4","2","2","1","84","847923"
"3389","M","51-55","17","3","3","1","38","449961"
"3390","F","46-50","7","2","1","1","390","4002278"
"3391","M","18-25","4","3","2","0","102","740697"
"3392","M","26-35","0","2","4","0","24","261697"
"3393","F","18-25","0","1","2","0","53","425488"
"3394","M","18-25","4","1","2","1","163","1474109"
"3395","M","46-50","17","2","4","1","14","141758"
"3396","M","18-25","4","1","2","0","53","402682"
"3397","M","26-35","0","3","5","1","126","1247940"
"3398","M","26-35","16","2","2","0","405","4016045"
"3399","M","36-45","7","2","3","0","39","303760"
"3400","M","26-35","17","3","2","0","90","908007"
"3401","M","26-35","1","3","1","1","13","127886"
"3402","M","18-25","4","2","1","0","9","89900"
"3403","M","36-45","5","3","3","1","17","127898"
"3404","F","36-45","2","1","3","0","57","641065"
"3405","M","26-35","17","3","4","0","67","608211"
"3406","M","26-35","3","1","3","0","257","2785523"
"3407","M","36-45","7","3","2","1","39","368715"
"3408","F","36-45","7","3","2","0","111","1122232"
"3409","F","18-25","7","3","5","1","22","248169"
"3410","M","18-25","4","2","1","0","275","2930876"
"3411","M","18-25","7","2","2","0","115","962346"
"3412","F","26-35","15","1","1","1","59","584424"
"3413","M","18-25","12","3","2","0","34","403700"
"3414","M","26-35","0","1","4","0","529","4528519"
"3415","M","18-25","4","3","1","1","24","294634"
"3416","M","18-25","4","1","1","0","238","2085665"
"3417","F","18-25","4","2","2","1","32","317229"
"3418","M","51-55","0","3","3","1","124","1536313"
"3419","M","18-25","17","1","3","0","243","2316798"
"3420","M","26-35","16","3","2","0","164","1483449"
"3421","M","18-25","12","3","2","0","39","428796"
"3422","M","36-45","3","3","1","0","48","477088"
"3423","M","18-25","4","3","1","0","81","867053"
"3424","M","18-25","12","3","4","0","64","609682"
"3425","F","18-25","7","1","3","0","286","2348526"
"3426","F","26-35","14","1","2","1","377","2700913"
"3427","M","26-35","0","2","4","0","229","1974435"
"3428","M","18-25","0","3","3","0","35","442797"
"3429","M","36-45","7","3","1","0","20","232658"
"3430","F","26-35","0","3","5","0","88","747958"
"3431","F","18-25","4","2","2","1","44","402719"
"3432","M","36-45","2","2","2","1","547","4131119"
"3433","M","26-35","0","2","3","1","27","272033"
"3434","M","36-45","5","3","2","0","70","345741"
"3435","F","46-50","1","3","1","1","130","1117021"
"3436","M","26-35","0","3","2","0","11","129382"
"3437","F","26-35","11","3","2","1","39","390305"
"3438","F","36-45","14","2","2","0","72","678112"
"3439","M","26-35","2","1","3","1","51","484228"
"3440","M","46-50","18","3","2","1","12","171633"
"3441","M","18-25","4","3","1","0","95","1023547"
"3442","M","0-17","10","3","2","0","33","265848"
"3443","M","36-45","0","3","3","1","96","888399"
"3444","F","26-35","4","1","2","1","616","6186498"
"3445","M","18-25","17","2","3","1","112","1287113"
"3446","M","26-35","3","3","2","1","21","228829"
"3447","M","26-35","15","3","2","0","7","80983"
"3448","M","26-35","17","3","3","1","54","496419"
"3449","F","26-35","4","2","4","1","12","84028"
"3450","M","36-45","12","2","3","0","15","156499"
"3451","M","26-35","20","2","4","0","224","2068921"
"3452","M","36-45","16","1","3","0","187","1567750"
"3453","M","46-50","7","3","2","1","17","106437"
"3454","F","36-45","7","3","5","0","22","204128"
"3455","M","26-35","5","2","1","0","202","1908441"
"3456","F","55+","0","3","1","1","47","468260"
"3457","F","36-45","2","3","5","0","15","126186"
"3458","M","36-45","16","3","1","1","30","476461"
"3459","M","26-35","15","3","2","1","17","159744"
"3460","M","55+","7","3","2","0","73","794500"
"3461","M","26-35","17","3","2","1","64","822336"
"3462","M","18-25","5","2","1","1","228","2135035"
"3463","M","18-25","17","1","4","0","179","2092053"
"3464","M","18-25","4","3","3","0","47","441506"
"3465","F","26-35","6","2","5","1","81","814121"
"3466","F","26-35","6","2","5","0","390","3246000"
"3467","M","26-35","2","1","4","0","119","1109470"
"3468","M","26-35","11","3","5","0","89","877000"
"3469","M","26-35","18","3","3","1","74","810594"
"3470","M","46-50","0","3","4","0","13","128974"
"3471","M","26-35","14","3","2","1","43","441279"
"3472","M","26-35","0","3","2","1","65","819202"
"3473","F","18-25","2","2","2","0","270","1878343"
"3474","M","18-25","4","3","2","0","60","537636"
"3475","M","36-45","11","3","2","0","70","613832"
"3476","M","0-17","10","2","2","0","25","287410"
"3477","F","36-45","6","1","2","1","101","962820"
"3478","M","26-35","18","3","2","1","19","162640"
"3479","M","51-55","7","2","4","1","314","2655977"
"3480","F","55+","0","3","3","0","46","381037"
"3481","M","51-55","3","3","1","1","152","1377784"
"3482","M","18-25","0","3","3","0","155","1922679"
"3483","F","18-25","3","3","1","0","44","600524"
"3484","M","18-25","1","3","1","0","17","209491"
"3485","F","36-45","0","3","2","0","51","630021"
"3486","F","26-35","9","3","5","0","20","181565"
"3487","M","18-25","0","3","5","1","33","373381"
"3488","M","36-45","20","1","1","1","146","1193768"
"3489","M","36-45","20","1","3","1","82","611650"
"3490","M","36-45","3","3","2","0","22","224035"
"3491","M","26-35","2","2","5","0","124","1670373"
"3492","F","46-50","0","2","2","1","389","3014776"
"3493","F","18-25","15","1","2","0","246","2593226"
"3494","M","36-45","6","3","2","0","122","1203184"
"3495","F","55+","2","2","3","1","217","2042968"
"3496","F","26-35","9","3","2","0","42","281828"
"3497","M","0-17","0","2","1","0","94","969799"
"3498","M","26-35","0","3","3","0","22","223851"
"3499","F","36-45","4","1","4","0","77","870531"
"3500","M","26-35","17","3","2","1","40","423681"
"3501","M","55+","1","1","3","0","41","112730"
"3502","M","26-35","16","3","4","0","99","1158129"
"3503","M","36-45","20","2","5","1","202","1775187"
"3504","F","36-45","3","2","1","0","84","770980"
"3505","M","26-35","12","3","4","0","56","505810"
"3506","F","36-45","7","2","1","1","184","1554588"
"3507","F","0-17","10","3","2","0","15","130541"
"3508","M","18-25","12","1","3","0","78","973493"
"3509","F","26-35","15","3","2","0","18","164094"
"3510","M","36-45","17","3","1","0","142","1518498"
"3511","F","36-45","9","3","2","0","51","340373"
"3512","F","26-35","17","3","4","0","71","545499"
"3513","M","18-25","6","2","5","0","392","2548842"
"3514","M","26-35","2","3","5","0","111","1079473"
"3515","M","26-35","14","3","2","1","119","1208401"
"3516","M","26-35","0","3","2","1","38","450237"
"3517","M","26-35","0","2","3","1","87","813789"
"3518","M","26-35","17","3","3","0","102","955557"
"3519","M","46-50","0","3","3","1","15","218700"
"3520","M","36-45","7","3","2","0","28","289653"
"3521","M","55+","17","1","5","1","766","5961987"
"3522","M","51-55","16","2","4","1","62","633902"
"3523","M","26-35","7","1","2","0","264","2433544"
"3524","M","18-25","4","2","4","0","205","1690552"
"3525","M","18-25","1","2","3","1","84","868736"
"3526","M","36-45","11","3","2","0","15","222448"
"3527","M","26-35","12","2","1","1","186","2073102"
"3528","M","18-25","10","2","2","0","98","906843"
"3529","M","26-35","17","2","4","0","491","4752647"
"3530","F","36-45","1","3","3","1","18","146291"
"3531","M","26-35","7","2","5","0","22","210263"
"3532","F","51-55","7","2","1","0","39","405992"
"3533","M","18-25","4","2","3","0","97","983308"
"3534","M","18-25","4","2","5","0","17","240521"
"3535","M","51-55","11","3","5","1","16","134876"
"3536","M","36-45","18","3","1","0","11","153546"
"3537","M","51-55","1","3","1","1","14","126120"
"3538","M","51-55","1","3","2","0","98","1066304"
"3539","M","26-35","0","3","3","1","10","116200"
"3540","M","26-35","6","3","2","1","36","269892"
"3541","M","26-35","2","3","5","0","73","718179"
"3542","M","18-25","4","3","2","0","49","317050"
"3543","M","36-45","7","3","3","1","39","375016"
"3544","M","26-35","0","2","2","0","269","2544800"
"3545","F","26-35","7","2","2","0","13","77048"
"3546","M","26-35","17","3","2","0","133","1367921"
"3547","F","26-35","11","1","3","1","27","292090"
"3548","M","36-45","17","3","5","1","35","367853"
"3549","M","36-45","20","3","1","1","60","851581"
"3550","M","26-35","7","3","1","1","17","137998"
"3551","M","18-25","4","2","2","0","346","2806791"
"3552","F","26-35","0","2","3","0","25","233416"
"3553","M","26-35","0","1","3","0","444","4384924"
"3554","M","26-35","14","1","2","0","141","1781066"
"3555","M","26-35","12","2","4","0","172","1641669"
"3556","M","18-25","15","3","4","1","65","757883"
"3557","M","26-35","17","2","4","1","167","1789928"
"3558","F","26-35","7","2","5","0","22","304401"
"3559","F","46-50","5","3","4","1","47","379639"
"3560","M","18-25","17","3","4","0","18","267823"
"3561","F","26-35","7","3","5","0","137","1477114"
"3562","M","18-25","4","3","2","0","56","652164"
"3563","M","36-45","7","3","4","0","33","378304"
"3564","M","36-45","12","3","1","1","76","933841"
"3565","M","36-45","16","3","2","0","50","365819"
"3566","F","36-45","9","2","2","0","44","549613"
"3567","F","36-45","1","1","1","0","67","461106"
"3568","M","26-35","0","1","3","0","122","1364886"
"3569","F","0-17","10","3","2","0","26","200800"
"3570","F","46-50","7","3","2","1","24","222816"
"3571","M","26-35","14","1","3","0","251","2288889"
"3572","M","46-50","14","3","3","0","35","387927"
"3573","M","26-35","4","1","2","0","64","958004"
"3574","M","36-45","5","3","5","0","119","1001875"
"3575","M","26-35","2","2","2","0","114","935198"
"3576","M","36-45","7","2","4","0","493","4260196"
"3577","F","36-45","12","2","4","1","56","684882"
"3578","F","26-35","12","3","2","0","62","606952"
"3579","M","26-35","0","1","1","0","71","773414"
"3580","M","26-35","4","1","3","0","205","2018069"
"3581","F","26-35","1","3","2","0","31","276744"
"3582","M","26-35","7","2","4","0","378","4167960"
"3583","F","51-55","1","3","3","0","49","443201"
"3584","M","26-35","2","2","4","1","321","2380092"
"3585","M","26-35","17","3","5","1","75","967943"
"3586","M","26-35","5","3","2","1","160","1618235"
"3587","M","26-35","7","3","2","1","52","613315"
"3588","F","51-55","1","3","5","0","108","792541"
"3589","M","18-25","6","2","2","0","173","1898075"
"3590","M","26-35","0","3","2","1","137","1119272"
"3591","M","18-25","0","2","3","0","229","1683624"
"3592","M","26-35","7","2","2","1","165","1874845"
"3593","M","36-45","17","3","4","1","41","385573"
"3594","M","26-35","15","2","2","1","341","3119992"
"3595","M","26-35","12","3","4","1","29","261951"
"3596","M","26-35","2","1","3","0","171","1900945"
"3597","M","36-45","7","3","4","0","86","783286"
"3598","M","26-35","15","2","2","0","84","1123288"
"3599","M","26-35","7","2","1","0","65","618182"
"3600","F","55+","3","3","4","1","36","430685"
"3601","M","26-35","14","2","3","0","29","305507"
"3602","M","36-45","1","2","4","0","48","479415"
"3603","M","36-45","15","3","2","1","25","264418"
"3604","M","18-25","12","3","1","0","32","260261"
"3605","F","36-45","0","3","5","1","132","1471059"
"3606","M","46-50","7","2","2","1","449","4132900"
"3607","M","26-35","12","3","4","1","39","334384"
"3608","F","18-25","0","3","2","0","30","416358"
"3609","M","55+","7","3","3","1","15","140424"
"3610","M","26-35","12","3","4","0","192","1319282"
"3611","M","0-17","10","3","2","0","41","359688"
"3612","M","36-45","0","3","5","1","47","656066"
"3613","M","26-35","17","3","5","1","76","894851"
"3614","F","26-35","7","2","2","1","245","2058274"
"3615","M","26-35","17","3","1","0","18","113085"
"3616","M","18-25","5","2","3","0","183","2075899"
"3617","M","18-25","12","2","4","1","218","2249056"
"3618","M","36-45","17","3","5","0","167","1683563"
"3619","M","51-55","17","3","2","0","159","1302515"
"3620","M","26-35","1","3","4","1","19","186570"
"3621","M","46-50","7","3","2","0","107","961872"
"3622","M","26-35","15","3","3","1","79","713614"
"3623","M","26-35","18","3","5","0","18","158654"
"3624","M","26-35","14","3","2","1","24","273582"
"3625","M","36-45","6","2","5","0","316","2643371"
"3626","M","18-25","4","3","4","0","13","137607"
"3627","M","26-35","17","3","4","1","202","2120070"
"3628","M","36-45","7","2","2","0","257","2185977"
"3629","M","18-25","4","2","2","0","38","377148"
"3630","M","18-25","4","1","3","0","248","2405286"
"3631","M","26-35","1","3","2","0","15","195917"
"3632","M","26-35","17","3","3","0","72","669896"
"3633","M","26-35","17","2","1","1","112","943127"
"3634","M","18-25","4","3","2","0","55","482877"
"3635","M","18-25","4","3","2","0","29","234547"
"3636","M","26-35","0","2","1","0","167","1438051"
"3637","M","36-45","1","3","2","1","69","698609"
"3638","M","26-35","14","3","4","0","87","974219"
"3639","M","46-50","7","3","1","1","21","199811"
"3640","M","55+","11","3","2","0","8","69439"
"3641","M","18-25","5","1","2","0","25","335846"
"3642","M","26-35","0","3","2","0","85","931407"
"3643","M","26-35","0","2","1","1","70","637323"
"3644","F","36-45","7","2","3","1","20","191505"
"3645","M","26-35","0","3","2","0","17","156503"
"3646","F","26-35","9","3","5","0","113","796093"
"3647","M","26-35","5","2","1","1","190","2013623"
"3648","M","46-50","13","3","2","1","36","350176"
"3649","M","18-25","4","3","3","0","17","108805"
"3650","F","26-35","0","3","5","0","65","525439"
"3651","F","18-25","4","3","3","1","19","180068"
"3652","F","36-45","12","2","5","0","211","1876299"
"3653","F","18-25","1","2","5","0","108","901348"
"3654","M","26-35","7","3","1","1","30","274503"
"3655","M","55+","7","3","2","1","180","1664617"
"3656","F","51-55","14","3","2","1","38","367653"
"3657","M","18-25","12","2","5","0","231","2335014"
"3658","M","26-35","7","2","2","0","114","1357317"
"3659","F","36-45","5","3","3","1","25","212662"
"3660","M","36-45","6","3","3","0","54","450218"
"3661","M","51-55","0","2","1","1","186","1910805"
"3662","M","26-35","17","3","3","1","96","1288730"
"3663","M","51-55","6","2","1","1","242","1745924"
"3664","M","26-35","2","1","2","0","81","993490"
"3665","M","26-35","1","3","4","1","15","151362"
"3666","F","51-55","3","3","2","1","16","149200"
"3667","F","18-25","1","2","2","0","71","429008"
"3668","M","26-35","0","3","3","0","22","141465"
"3669","M","26-35","4","2","3","0","392","3480643"
"3670","M","26-35","15","2","1","0","222","2207753"
"3671","F","36-45","3","3","2","1","163","1585067"
"3672","M","26-35","1","2","1","0","258","2016635"
"3673","M","36-45","17","2","1","1","27","292239"
"3674","M","36-45","6","2","2","0","204","1719800"
"3675","M","26-35","0","3","4","0","31","361194"
